ID,Lat,Lon,Target,vhDesc_month1,VVAscDesc_month1,vhDesc_month2,VVAscDesc_month2,vhDesc_month3,VVAscDesc_month3,vhDesc_month4,VVAscDesc_month4,vhDesc_month5,VVAscDesc_month5,vhDesc_month6,VVAscDesc_month6,vhDesc_month7,VVAscDesc_month7,vhDesc_month8,VVAscDesc_month8,vhDesc_month9,VVAscDesc_month9,vhDesc_month10,VVAscDesc_month10,vhDesc_month11,VVAscDesc_month11,vhDesc_month12,VVAscDesc_month12
ID_BRUG2R3A8KMO,14.560792,33.502848,0,-15.9363917201023,-11.174753160491818,-15.648440737996241,-12.294789021682297,-15.511097535892938,-10.538632883167448,-15.429703571058592,-12.979718998600234,-16.753318504102555,-11.350264480590251,-16.16416834516736,-12.94389719706264,-16.315072968303305,-9.909133161060524,-17.55398553795421,-12.34905279110477,-15.757887753400514,-10.44602723170944,-18.073664837499052,-11.636879492615336,-17.53333559228596,-10.234728808141139,-16.760134703232836,-11.779103034481816
ID_NZFWCYVAX8W1,14.170834,33.396398,0,-25.88610951699953,-12.109611520364814,-22.047920260074708,-9.38794349589418,-17.525220828632545,-7.150590427485996,-17.917063599920443,-3.6862504447357844,-17.577278861591566,-3.854291016099734,-17.26110594379467,-4.019745824510283,-18.513692289985705,-4.911309261495775,-19.44225184971401,-2.911996650772956,-17.066573421895733,-5.68134566677678,-17.704322341013416,-12.230383584317556,-18.204954642008456,-16.770166435097217,-22.86563652545038,-12.699926491203767
ID_8JS6LDZP3LI7,14.362534,33.257518,1,-22.77062253307106,-5.821579118443965,-23.592873105514414,-10.612172733884957,-20.484858442688296,-9.302720642830051,-23.562755821637907,-8.827095500899194,-22.264752875407154,-12.37227452440447,-24.522733187903334,-12.487746154008178,-22.05759134742458,-11.588264503510265,-16.71609498896888,-10.855924991938064,-24.995616608287587,-9.701856404172636,-23.68684760224726,-14.155336033466538,-26.379913595282712,-11.774800364345522,-24.63050507450439,-9.842721508893767
ID_4EBOFVEUNT0P,14.395772,33.535098,0,-16.968942746653894,-8.887679305516567,-17.75080249436513,-8.108621512820559,-17.66623923077122,-7.965710723230531,-18.223018968916342,-10.152673942438131,-19.074882712786245,-9.300061053004082,-17.79240666213358,-9.990824522215249,-19.398228383833857,-10.16328273264911,-18.907457272759373,-8.254932100823844,-18.142109218352537,-9.257131317217596,-17.140116650552876,-9.00317064431308,-18.577293529530678,-11.124744617586924,-18.509953666194253,-10.589330930340953
ID_O5DBOSUYXZ8O,14.299562,33.358669,1,-22.005100939582462,-8.106437437016192,-21.50070600358578,-10.610544798267709,-18.314045904073765,-7.559886105476778,-15.24227712605352,-9.349401736196315,-14.966868027854526,-8.982748902293197,-15.770522974092046,-10.016088879685643,-16.294605306593514,-8.024448901922336,-16.191321646496547,-9.28233630609607,-23.518784087057966,-14.857185645627561,-23.85675166271212,-16.811063397341243,-28.094042583927394,-13.922168909517843,-27.823816545263828,-15.086244049969462
ID_5FK4299SPHIA,14.463235,33.190145,1,-20.089040548017053,-9.355003550896994,-15.652636526007134,-8.44749909893251,-18.510902022618392,-9.947260094026037,-25.705562982505587,-11.631770655773632,-26.611764970944822,-15.047236760489696,-23.4546406634014,-12.273495563826206,-20.96888105542943,-12.593060299903327,-18.68798199499055,-14.906480298132887,-19.659445447865142,-13.447874798394423,-22.37016814486565,-12.783617862117506,-27.250818578200516,-15.171447435751837,-25.917249325976194,-15.174873872991936
ID_LX1ZKV3VGH7F,14.19437,33.226976,1,-20.94708973697133,-5.974413171525917,-23.24371970670252,-12.16537220686889,-20.661894288997036,-10.294440234286482,-20.988315354041777,-10.801849541570824,-22.863181561221506,-8.708048342526043,-20.5108745088262,-8.572661002461397,-20.89192337799509,-12.046335652115149,-19.154216542903995,-17.118257338858434,-20.307838121760003,-10.610707154682968,-24.402382152891857,-16.597737801147694,-28.61529372022748,-16.527775335464455,-23.821871988923657,-11.012918986481893
ID_SKDDFFIYZEHC,14.466649,33.213411,1,-24.45807108162778,-8.90501489958015,-20.173744374680364,-10.141954789254113,-16.55694891386372,-8.327428637793892,-19.367566651082257,-10.664562725025219,-22.570442235856678,-11.830544715387033,-19.441833609189565,-9.895612660798072,-18.39599834272461,-10.054391475488536,-19.422049049124425,-12.276300198438914,-20.914851077695825,-14.50115981622442,-17.450797768459115,-12.22470229263827,-25.604174557947047,-11.692860388202092,-21.293870880316547,-12.395042765179056
ID_QD617Y8O0EYH,14.418948,33.175951,1,-18.702321658928305,-6.481575686768047,-26.980105720969533,-11.948150646804919,-23.052127840531536,-9.59701956474335,-19.88783065181137,-10.305735838351769,-23.80179449157995,-10.225720489567104,-23.752363560071935,-10.948890011636143,-20.378940523370595,-10.35280002917373,-17.71525254967441,-12.699904321174063,-21.05909724023959,-10.179359546804237,-19.90776362353789,-12.089856998138856,-28.77576646049926,-13.473623379824664,-22.432277195791176,-8.099632481511868
ID_0DAEEQV9I7ED,14.194459,33.379779,0,-22.746401337923682,-12.020930828054881,-22.322850016671737,-9.940230443356057,-14.93028057175255,-7.932095814569027,-19.228660326987352,-10.588270220823862,-20.20647619224437,-13.773724119693938,-23.851536010913627,-13.532177088173123,-22.079263324193445,-13.09506948567232,-24.79908410277336,-14.161849471878904,-24.385407303240385,-14.664247653287433,-24.776179306336125,-16.006438821012985,-24.381773542049725,-14.96765511849781,-22.58252606301748,-9.906470557274837
ID_0IIXJN8964FD,14.317169,33.53923,0,-13.623706439148506,-10.991836522114099,-15.486907335759653,-8.801807975648474,-15.758189286508369,-9.348725289103077,-16.041194274475924,-9.389906448463105,-18.080762384133756,-9.894610972686172,-17.569844132252374,-10.815406958850144,-14.189860071494945,-8.883240647443953,-17.36359515536695,-11.973358272016428,-16.840459794549503,-10.155794817190682,-16.38922012364377,-11.415751567381507,-17.495555032110367,-9.034296111465558,-15.116849735548305,-10.519486241168954
ID_4A0H85CHI8A8,14.452995,33.233803,1,-20.38104103765831,-6.416767147082701,-19.16384615746916,-10.492177842705182,-18.37495869994303,-7.136824958248148,-24.12344965641084,-10.91927214303893,-22.161126744194004,-10.175282189004461,-18.541148894572242,-9.539274983609573,-18.787290037872125,-10.49059377751151,-20.10391396943583,-15.12049883434452,-18.830556994991504,-14.63999437161683,-27.83932206608347,-13.445018038087301,-24.70407253118502,-12.496588608446103,-23.688002096184878,-10.667961799061596
ID_O0U9FOUS24UB,14.367385,33.210806,1,-20.352538508279675,-8.387792081748103,-21.71307669706776,-13.293972838821198,-17.828695050285088,-10.15482433618005,-20.20687508235033,-13.259828551255644,-21.129153083717515,-10.512641432632643,-18.59220421171411,-7.135634007774497,-23.41716406038961,-13.243851241930301,-18.729394762330344,-13.309181172026603,-18.73218805404643,-12.014883201348638,-29.474401130725703,-16.694085289734723,-29.299139073440806,-14.985534353119437,-20.033181295665216,-9.726201939510403
ID_SC49W6WL7ZU3,14.279889,33.331809,1,-20.237306318848464,-8.55529162653131,-15.225684132119468,-11.393263672093287,-14.903148062369524,-9.498718537227022,-15.153031343030214,-10.267926223708681,-19.705360602180424,-10.103736354618563,-31.66480646803833,-10.04973003916847,-19.602435304266653,-10.52498626669458,-22.35573982583304,-13.758133977666956,-17.42726852382566,-8.503475868962283,-23.247015837032222,-14.126747101948892,-31.013540912642974,-12.098927764383,-26.20680029459402,-8.316156968796188
ID_EWO6Z57QRZGL,14.29022,33.481199,1,-19.270615013141796,-9.373844141579813,-18.2187343482167,-9.95274569904973,-14.778765461502353,-7.072734250765068,-16.685702122853122,-7.600495230525294,-15.83603471109343,-11.367356150549174,-19.71253695362418,-12.367009333229493,-21.44582872246236,-14.349327573974836,-25.461015730795065,-14.465285439613723,-27.229216860166343,-14.678105835614044,-28.854204817241207,-15.372399664776001,-23.591782997592688,-10.19494811555779,-20.493764801025765,-9.448309811632628
ID_SP6FBJI7EA3K,14.423889,33.244044,1,-23.016000496423327,-7.148500242988621,-27.27897771735279,-11.958659332982979,-18.346551223268957,-9.99199960625098,-27.54085942120146,-9.383179689685,-23.33290136118161,-12.170805930710292,-18.401792542298995,-6.000311194050083,-15.523472210543446,-8.67145484678043,-16.951945813691413,-11.230395795882188,-24.5288801127912,-13.604933700868017,-24.776390520978786,-15.580725696879117,-18.907959212583286,-11.929126698770713,-25.69129393979583,-11.625148397932335
ID_1KDYP3YGV9JA,14.405923,33.533032,0,-15.20404115260392,-7.651015599467915,-16.14319180741051,-8.92528649806555,-14.462856929008924,-7.010773973465737,-15.167149238891643,-10.933612377834004,-15.066200367146516,-9.892343246191054,-17.139195793577507,-9.329570248375253,-16.28095455415196,-8.682140100277369,-14.904833576328764,-9.259070189112164,-16.57385821885016,-7.88040414676594,-16.235122693486677,-8.996208505782358,-15.781644168924164,-8.443945378619173,-16.831899310625207,-11.669870820316603
ID_V1UDNFVJXSL5,14.42326,33.200565,1,-22.255272329280064,-10.012613765859824,-19.253320005425753,-13.424005129439793,-21.22380313503089,-10.062490334467244,-19.986448296946023,-11.454849134818515,-21.132459848302858,-12.458572696036976,-21.350695173947877,-6.572146400798477,-20.248274755990312,-10.823459554846144,-22.760466950886457,-14.660209143798953,-21.115060512603012,-13.238443275643002,-23.70676832951013,-9.951218665021859,-27.017752141510393,-13.383611006985124,-20.364210419548577,-8.771365022388974
ID_704WWMJ429SL,14.210539,33.178646,1,-23.47151148497909,-11.252233107662263,-18.888818149139027,-9.383138670800243,-18.377245647589998,-7.135680009554661,-24.81373145823946,-9.103185529360687,-22.688550761098345,-11.617043185842746,-22.634066636999556,-10.288776994917713,-20.17558778754298,-14.020816513239145,-17.286876128697134,-13.681434048415408,-21.691711874252373,-13.74296185249839,-27.073616894926836,-15.30643610988741,-26.60021845061116,-20.166033403914405,-19.19288682499769,-13.029331152119672
ID_3ABTBF5KNVHU,14.195178,33.42748,0,-18.72333069997855,-11.64134261539134,-16.265507452208066,-11.152331042937883,-18.140283569960918,-12.80289368551244,-20.697744419737678,-10.666266423090814,-18.94171610611316,-13.2542581181275,-18.10299956922884,-10.301644471315548,-18.398681969098895,-12.323932222198799,-18.345035726289655,-11.350246313273255,-19.23053912234756,-12.705356339023226,-18.291809005750025,-12.184272362466574,-17.700846156508266,-10.105201875007225,-20.09155574067777,-13.668273611440313
ID_O9RJHJWSIANE,14.303964,33.409513,0,-18.43386544954106,-9.480181487739529,-18.439336959598972,-8.377845691899253,-14.692630670230812,-9.243632512161962,-16.82393792235954,-10.680646849928136,-17.911108091943213,-8.858981234442428,-18.46675410622816,-11.666447740532563,-19.766481210477128,-10.169624629818472,-17.660587220900236,-12.17877084817156,-20.014774825806647,-11.156298877761229,-20.13543221160579,-10.434798514794565,-18.316790109715114,-10.2827586777489,-18.24154159731358,-10.63189750418565
ID_5GS054Q9NS64,14.314025,33.53914,0,-15.960933258859422,-8.988178333840922,-13.277822478803984,-8.568733450062542,-13.965368618188752,-8.833741950292131,-15.847478605012617,-9.930560697783314,-17.595997688719414,-8.181208124588274,-17.378363916761707,-10.541795526843362,-16.889993126593456,-9.707436122808632,-15.45447241214418,-9.277982405391688,-16.4349877425994,-9.173406482571036,-17.094906401026172,-11.099952245754043,-15.616599966507192,-10.567843082073097,-15.000370113981498,-8.389994767655386
ID_UOVFL1H4J6TD,14.406372,33.543811,0,-14.72276742529261,-8.40979577982945,-14.003847213591014,-7.210266806325002,-14.557211136252292,-7.574473082302841,-16.461550858709167,-9.179850571695887,-16.6180110344181,-11.372131398549456,-14.717076666147133,-10.63053652587662,-15.04430177794078,-9.762044433248445,-13.277584414092814,-8.644312641544511,-15.423318821816187,-9.116276237345085,-14.673637211162182,-9.833408666701278,-15.949092025602546,-10.302038068988432,-14.113737522840971,-8.171423757740598
ID_30L3J73G19IL,14.357324,33.378971,1,-22.17726858963481,-11.30241652453759,-24.616716515020205,-13.388863882708572,-18.866999398161443,-10.604764032158233,-19.099220756885053,-12.585681326136662,-20.563782619544288,-9.388829089486894,-21.908047615885117,-12.698373810339683,-22.501943292645727,-13.123837953268524,-18.91591470795036,-10.330999066800395,-20.231150644744243,-13.537216443812042,-19.541296321317123,-12.331647480006833,-19.871231733381492,-14.786816788535376,-23.261868300919833,-12.805022345514478
