ID,Lat,Lon,Target,vhAsc_month1,vhDesc_month1,VVAscDesc_month1,vhAsc_month2,vhDesc_month2,VVAscDesc_month2,vhAsc_month3,vhDesc_month3,VVAscDesc_month3,vhAsc_month4,vhDesc_month4,VVAscDesc_month4,vhAsc_month5,vhDesc_month5,VVAscDesc_month5,vhAsc_month6,vhDesc_month6,VVAscDesc_month6,vhAsc_month7,vhDesc_month7,VVAscDesc_month7,vhAsc_month8,vhDesc_month8,VVAscDesc_month8,vhAsc_month9,vhDesc_month9,VVAscDesc_month9,vhAsc_month10,vhDesc_month10,VVAscDesc_month10,vhAsc_month11,vhDesc_month11,VVAscDesc_month11,vhAsc_month12,vhDesc_month12,VVAscDesc_month12
ID_XJAAMVGW5WRD,34.29816388,70.3838412,1,-15.651636525633233,-17.200112667638017,-9.584168808850457,-18.364328955538376,-15.255869995668617,-10.074225888432798,-21.392298977854256,-17.232997503223018,-9.27513415079334,-17.202963838339407,-17.54005511757181,-10.452503816341158,-20.80668594956716,-17.507564045282187,-11.316147921889192,-17.036676075240997,-16.62405450073421,-9.305281630202677,-18.698992877441327,-16.839371969638922,-10.13075855547781,-17.652802043318438,-17.16129529149079,-11.080915953831143,-19.29968844682875,-17.414904524995002,-12.865167995592383,-17.816858282699673,-15.517303968940023,-8.303734277088829,-19.0443412226741,-17.38921795023669,-9.202845118175858,-17.5638815423169,-18.919771114658626,-10.423978471764247
ID_QPA2ZDG5PY1Q,34.28828518,70.34004569,0,-14.649656436379221,-17.213338405543634,-10.21605769443164,-15.850073106495438,-16.887383679048245,-8.646279745570693,-15.579037299811063,-19.23474196553027,-8.846212342521468,-15.63655663798751,-16.420646425438452,-7.847773701485421,-17.745308032442807,-16.286768406752394,-8.158004648474913,-18.75398589523486,-17.26492956455779,-8.646028678482622,-15.073058861473719,-15.60890887265434,-9.48519469571706,-18.37083706538618,-17.51032462802645,-8.966793547004032,-17.502977327777202,-18.127096080349318,-10.937171749368133,-18.767890130090162,-19.061690674658767,-10.374224994865411,-17.071632142770802,-18.153929635961994,-10.149113069590092,-16.437033234121262,-17.913148855662996,-9.514596518956123
ID_6D13XY27TWND,34.05544997,70.66789003,0,-16.655965996521317,-18.10313587226514,-10.674491079162564,-17.54658180337584,-16.18233857821719,-11.48277703055111,-19.39551402009628,-16.22155045934717,-11.643014330909688,-19.47054914923079,-18.754424118539372,-10.37438222713767,-20.675455544452397,-16.572715505911027,-11.6760972265133,-18.278427755458416,-16.693984280527786,-9.757056577291289,-18.475617130291123,-17.7643770608352,-10.694450268961935,-17.808296092920948,-19.607862314592374,-11.303464491382144,-21.42608865158248,-18.29573750381353,-9.926811002129417,-20.567270851109786,-18.752575553404355,-11.282055142825557,-18.2939836763233,-16.281215815955022,-12.241116114873765,-17.25939010040887,-17.918598768311757,-10.729943777533046
ID_225U8617WSMV,34.28343731,70.41526401,1,-20.490064329541124,-21.30856888520573,-13.321896383296792,-22.858176297370946,-22.866133449766654,-12.030782256430301,-24.423366675667836,-28.199595082294806,-12.961104387720319,-26.19151935354862,-25.507682350741497,-13.560614549157435,-27.110869997191383,-26.800385933025,-14.017201174359165,-26.96940484128762,-26.142852146502328,-14.452008948921835,-25.88415308351353,-26.92428461906399,-15.842206776299554,-26.693573705451467,-26.364208626285837,-15.830852460117857,-27.956133931507026,-25.837857945152177,-15.89425304739064,-27.919939340912926,-23.369010039458953,-11.797619428055071,-27.609578753704785,-25.87797672874445,-13.035228427841304,-27.55585704024159,-26.384641798542198,-13.056382498328357
ID_3I9MVT5RFLMD,34.26070679,70.32226743,0,-15.066119026829892,-12.183679668992088,-7.790335678008548,-14.182653133657277,-10.271840828923994,-6.085107422823087,-15.782271992743354,-9.80783772648877,-5.911109081239377,-17.79280031612727,-10.537513470184749,-6.779458546131719,-16.83712862702525,-9.845160080903957,-9.336431649275665,-14.07831337379143,-9.553612435700588,-6.372665559627433,-12.960228525866777,-9.576626368273224,-5.603753872149263,-13.702770446857116,-10.818348678892757,-6.441589940323031,-16.784740198980877,-10.557698757287985,-7.819321491240179,-16.94911766031007,-13.33139383892646,-7.467881847473047,-17.8769280530973,-12.692574248343371,-7.956507341358532,-15.390119944877839,-12.651435105861106,-6.307108375977466
ID_ZS04D4TH0VOK,34.29350273,70.39832917,1,-21.583603642185697,-17.44434825564465,-12.20932311197607,-21.49511882535532,-18.470286167252468,-12.14311015235292,-21.83824468860958,-20.153219648052026,-12.973594493629772,-21.81053615747487,-16.78296321876392,-12.523282346256591,-21.1539167868976,-16.03990520797837,-11.952644437633438,-23.0520918132975,-20.647669010982007,-13.305137175459095,-23.57925724447612,-20.96651747442022,-14.034555047073226,-20.996068237510904,-22.93402842742497,-14.230776261174174,-24.751465751993628,-20.836531176241827,-15.191454575888127,-21.18869608165678,-20.603877660708765,-11.303536158179066,-23.736560666037185,-19.19049325507212,-11.808968513428393,-19.954988301940904,-17.749260164261784,-12.844934308855514
ID_VEJVIZMW7UKA,34.09326866,70.66235889,1,-17.81699240316868,-18.67191636519928,-13.322250952602161,-15.216749892007662,-20.418108941597087,-11.934812362651627,-19.287458940809437,-21.57905388077217,-11.35644709074759,-18.60443373748534,-19.490156908375308,-11.309422443726657,-15.098380469585127,-18.037825772230697,-10.254636512597507,-18.148287997484555,-20.11399080124522,-11.450800639494771,-24.706368768534738,-22.167910970582266,-12.223991716416224,-23.283466126428472,-24.249603376718223,-12.48681794368153,-21.0200829751745,-23.776118992581807,-13.054669316622178,-20.246139907718035,-20.763127580609844,-9.889045403597981,-19.94457787185372,-22.96708147800837,-11.9464288184294,-18.90228659673108,-21.236345157566195,-13.016423000969374
ID_0SF4RCN504DQ,34.24440986,70.31629921,0,-19.130857018666187,-19.830799401111495,-10.737959973192615,-21.797864787624707,-20.736614881949293,-10.354888962126934,-19.20204939024429,-18.732361463456947,-10.89643502488427,-18.33042607524143,-20.54826352896138,-9.991778644071855,-17.929566229965868,-18.678615283893098,-10.421554578456133,-18.269587676958867,-18.373292490080672,-10.094275259289626,-18.02790034285264,-17.74416897632017,-10.57076763163378,-19.346581479730833,-20.916123175685584,-10.409795786442615,-21.798113379971603,-18.817570124123918,-9.050972931331813,-15.63409094026112,-17.484706206812838,-8.980747138417348,-14.85242858038902,-19.260364356905697,-9.518913846209141,-17.137630280724512,-18.703078955804855,-10.911002346266173
ID_453BYQRUDLDH,34.25022234,70.33514029,1,-15.40793907921212,-16.016716978142888,-10.06824891436851,-17.3690516012074,-15.070034069739206,-7.998561913765589,-17.289976745006676,-16.103556838184726,-8.386264884363841,-15.290121055188456,-16.22671340901748,-8.756496579466301,-14.287440094749746,-16.51742059254478,-9.662201396462043,-15.841058686661887,-16.22416430357587,-9.153464130003545,-16.4513471126709,-17.704268543513727,-9.524431672655524,-17.08024993959496,-14.671503811767447,-9.159303028965917,-15.016228916259857,-15.751712116165113,-9.969985974491449,-16.241880357074084,-14.287113007058213,-9.952248021138734,-17.01897884077455,-14.36092835397443,-9.060004677399657,-17.574406356997393,-14.440643609180679,-9.756654642627002
ID_5TSI3J199GYJ,34.26373295,70.34816968,1,-20.361691054950832,-19.271946843153934,-13.063880606348095,-15.79241547349118,-17.085589469980494,-10.369353167780016,-16.275546763074964,-20.27058753533364,-10.261782443474951,-17.76497807398751,-15.252157598109775,-10.172408384077059,-17.80200876085855,-17.803899846048278,-10.735809518454216,-19.080116884963505,-19.402101670209298,-11.090201225843668,-18.842316510708798,-17.373476526913556,-9.536382769018243,-16.502010843124296,-15.940440899421002,-9.505679759315555,-15.577283225650568,-17.31341061240381,-9.904226372610298,-21.102466708451818,-20.18646289235361,-11.027537862556471,-20.56913944811358,-19.774311906983847,-12.312681056983985,-19.99050643070429,-18.812893281369774,-10.36024794682109
ID_9UBU78S4KY2A,34.25899866,70.33512191,0,-16.622540821487704,-15.578186081557991,-12.007777291479409,-19.237335838246253,-16.26234164197462,-11.339009661087081,-20.118117530203005,-17.085144356466902,-11.57987670181017,-19.67240359097448,-17.327003679547964,-12.319729548181973,-19.22423965701998,-17.66577336237389,-12.560772975251334,-19.559986907535087,-16.22432196309284,-11.077830493346198,-18.569676517359056,-15.614092207698604,-10.711967761587882,-20.075219410243694,-17.514761043478167,-13.81903513330504,-20.66908564266015,-17.563021853323935,-12.991197953310039,-21.869657605549282,-16.59909115732821,-11.218837146900219,-21.310766716434614,-17.166257517397412,-13.979950438039307,-20.225264277202946,-16.624383946342622,-12.052799201742907
ID_BZX6I8Y6G1T9,34.09144959,70.7531659,0,-17.86760528476013,-17.291061282227933,-10.629779441476503,-17.444844907693714,-17.20914691034371,-10.137518886909842,-17.021794360864828,-16.954294431558452,-8.82847306779086,-15.748536041191409,-15.502640726749851,-8.004990560666583,-14.749864014997154,-16.248056820661205,-8.23473015872299,-14.149309590805888,-15.54911243074621,-8.36534543045038,-18.59395553840913,-16.73341559931444,-9.152090423003163,-15.915019431494812,-16.768444622560196,-10.079357315695722,-19.831280393626656,-18.312958879981103,-10.714738160553747,-20.117922221658564,-18.639652570149035,-8.410275479513443,-19.120902664812647,-18.493042520357722,-10.540199201787747,-16.679328364322576,-19.473191051472448,-10.971328419155455
ID_Q1IW96RP307O,34.30222921,70.40841074,1,-19.167782378399032,-21.098862148499617,-12.206910944405731,-16.308537513992572,-19.54342388916515,-10.744768722413482,-19.579939834156686,-23.17356109816231,-11.584148084382118,-22.409834039358024,-20.462418568082587,-12.538092163135772,-20.27325293337152,-23.783585891634093,-12.097597303524706,-19.959820384704432,-23.54067281780653,-13.35439858815061,-26.25636571395674,-23.022080881982852,-14.962554876096457,-21.573083634340612,-23.498460671206356,-12.657785985190447,-25.01498466927553,-27.19036868279768,-12.896009022867755,-21.423651405091032,-19.35332055483004,-9.854155169126049,-24.584002522988953,-25.199337860100975,-12.439710345947365,-19.76046259182112,-20.497891741598725,-12.598463923776025
ID_VEQSIZ7OH0UQ,34.05803047,70.67193146,1,-16.721210024780564,-16.469401793617997,-8.297055166937001,-15.154304450968416,-13.759629559240167,-9.531562379077446,-15.636079150815352,-13.018884543225617,-8.776942912732457,-16.83176485512922,-14.388704088510986,-9.17689286042806,-15.941014497571686,-14.454415212702639,-9.056388784655311,-17.285439062022487,-13.78579145518591,-9.405405687605604,-17.663900163393556,-13.430188296687977,-10.25717815110489,-17.50465785609281,-13.400520011877708,-8.616863105190745,-18.4587060914182,-16.813693672100538,-7.990815434360302,-18.216675395949142,-16.336692905388638,-9.225588478251595,-19.349638614818684,-16.75885817491746,-9.449813267120103,-17.80951021463732,-15.913327251750676,-8.980819388737716
ID_W51I0PT12GTA,34.2724922,70.34944908,1,-20.017113802457352,-18.191294657810733,-12.697563618905273,-16.152459713987724,-19.37432806109242,-11.93349263773576,-20.086818459444412,-19.025948578156587,-9.848775134285297,-18.704943924504136,-20.29299852094706,-9.328195598333174,-19.471084034207372,-21.297450764483095,-11.970279518302194,-20.50493837446825,-21.98496385511212,-11.108863260053887,-20.28465701228502,-22.682317736879526,-13.711727881983427,-19.42542821949219,-21.615476014456842,-12.331640282001855,-17.25908113059863,-22.291892582475167,-13.383275865237577,-22.192809162527965,-22.399478547783268,-11.920222499884968,-22.067306827525613,-22.230328593108805,-13.558572678860537,-19.141960858165078,-19.163406188398277,-13.20043721095264
ID_MICXEFLUWVJ9,34.16855323,70.77184251,1,-17.53780929814926,-21.060807857818588,-12.030460895708602,-24.563397261913565,-24.19412799535573,-13.752285130064687,-27.38316728778231,-24.005673789132587,-14.649155183762916,-26.96674488853386,-23.936245474194045,-15.923797015049237,-23.782322670499305,-26.547755861152826,-15.601223816984145,-25.65637441796943,-25.68579698799299,-15.723872147953193,-26.406885244318442,-27.539379359582302,-16.90135699731611,-24.017953542332716,-24.857110086198702,-16.06242784177683,-25.601710381287166,-25.4262439689821,-15.298000331205916,-25.276539381855347,-24.02417679570005,-11.901782421651323,-24.21362871395259,-23.065706228205006,-13.77540455509379,-21.327214583285745,-22.149144308453174,-13.560046546575615
ID_07TOMJZX2GTF,34.08938649,70.6624717,0,-21.109553312149377,-19.861150410717592,-12.625701021637461,-17.280501050194385,-19.610910274668743,-11.755025732870296,-18.45910347327455,-17.908037372602195,-11.761371450912042,-18.772107597835156,-17.909107689235398,-11.562510499311752,-18.491341135307543,-19.734204414704877,-12.57042863412874,-18.319500893875208,-20.163353617973193,-11.66869066795706,-20.742940394645732,-19.100702091717192,-11.338003552724597,-18.474803417174897,-20.00843982491124,-11.322808776188907,-18.822384644871747,-20.073431901841424,-11.96029844724858,-18.302658269959032,-18.841844164059523,-12.03581517689889,-20.119818977987755,-21.595982630406898,-12.248775226167934,-19.965576781321932,-19.324148486341283,-11.226445320893971
ID_B9AM66XND0FN,34.25080661,70.30936596,0,-19.986991394301576,-17.885480819302522,-9.605072384476543,-20.10741867411853,-16.00859050884558,-9.094309014123288,-18.7750352868662,-15.04415897666379,-8.626872133639049,-17.163415115338807,-18.090496653908673,-9.502456300564262,-18.953797512606904,-17.212302042651288,-9.206304620868714,-19.24687490340615,-15.996424608276644,-9.810114867947288,-18.395184974916987,-17.557803173671385,-8.509798893383294,-20.145383120039337,-16.166424391851518,-9.654519443069628,-17.710627746449326,-16.991658330041805,-10.358632544131877,-21.2120512751889,-19.939283627361856,-11.686041500581826,-19.690908046511133,-18.82229020125514,-9.957869491466965,-21.141120687554974,-18.67867298202741,-8.838843832436215
ID_GDW55JLGOSR8,34.25062489,70.32877306,0,-20.977122125416813,-18.794833586864407,-10.211804185687473,-19.589358323214515,-19.176195009528616,-9.785205721113265,-17.296403935724832,-18.99482166491326,-10.37109274666849,-18.94217209613775,-18.51334897684135,-10.943384543096709,-19.058502760112226,-18.159209774371337,-10.940348531672043,-17.664515591061146,-19.35460140186974,-9.388029159938647,-18.46464894742642,-21.873542566477703,-10.48016060657819,-19.968508151161448,-20.176009072734576,-11.87649093289544,-20.32728513519848,-21.941240589699824,-11.454751800890714,-22.14069670365654,-21.372881309911758,-12.671466972050164,-19.73096596534601,-22.01812645584185,-11.570203728607506,-19.561380489816376,-20.14816929136807,-11.598304840359997
ID_NQVMMMQWSTT2,34.05752673,70.66577259,1,-17.472164065524243,-19.705935172008605,-12.594440958004373,-15.624688530952527,-19.762273325408625,-12.557787153604417,-17.312398416592515,-19.613039142756637,-11.696296096090459,-20.559492217044607,-20.85325705006627,-10.355539641566276,-17.25807296816986,-17.237233267068188,-11.242415471065147,-16.746071154537354,-18.619041485792113,-11.70268123360345,-19.783104161342614,-20.459875291627732,-11.259321287131858,-21.248418547336257,-19.449341927474816,-12.148186003408757,-18.518495446232244,-17.196206037721062,-10.312961196736197,-19.12690248914152,-18.127909152797564,-10.71050804141458,-20.36347714129269,-19.826823367294885,-11.061828007179429,-17.7270628140836,-18.770027130517473,-11.222986722467187
ID_W5HP021GO32T,34.29005486,70.39170132,0,-16.836954250111333,-18.34148991074264,-10.734614232679787,-17.204309927469154,-17.92829394761046,-10.197177321127102,-17.146696979421684,-15.719344439170317,-9.704766542610283,-19.051578880842545,-15.917717587613172,-10.42171175211686,-17.87139251117033,-13.86381758919726,-9.414378313239327,-15.954350671833222,-13.564788389506083,-9.623144073905396,-18.181937095337496,-14.523564077701062,-9.492046218928873,-17.53798387490493,-12.929073410831592,-10.407604641287598,-17.564888312800615,-12.094769871938954,-9.436437491761325,-14.900313351502504,-11.595756842355788,-7.258142738416669,-19.075656414001628,-14.335743368511512,-10.91401069018266,-16.73536094556566,-16.562028643999746,-10.658115255323388
ID_7RLPAEJ707V4,34.08490793,70.69804161,0,-20.388974664613745,-21.283856038897117,-11.457153591996853,-20.26110852248084,-18.762540299178514,-11.543238929278544,-19.64126028393814,-17.97940272385234,-11.470511355715075,-19.292362323129723,-18.96458399406224,-11.844786838986945,-19.914516049649727,-21.56911758951116,-11.763274720500126,-21.36181415681066,-19.94763361541822,-11.396492517640855,-19.424678132942482,-20.21568491563994,-10.66163872275985,-21.379130183141864,-20.24446044255382,-10.251453299872214,-20.217833044742367,-21.976020555801,-11.710622509563215,-20.365511744128618,-20.94502628520204,-11.984284992242445,-22.242383339624574,-21.9585156184474,-11.722597604422115,-21.78231898471957,-21.997103441114497,-11.747810183558917
ID_MN34V10JQVS1,34.07579714,70.70378069,1,-18.856230372963786,-18.63359379585443,-14.180428766730385,-18.434877229731356,-20.19590326247463,-12.59588668967333,-23.562827860383546,-23.50241014077955,-14.256992668107658,-24.096011195274542,-22.337916084041918,-13.762769856541388,-17.8404476054149,-16.58303203888605,-8.591412004617638,-16.474931678417153,-15.644070297637773,-9.327201959304805,-22.357011226978447,-23.656255613686945,-12.83270466142594,-24.893279550222342,-21.41779295940571,-12.435733081987461,-22.38161929520185,-22.481686502439267,-10.802372725360064,-19.93869299554308,-21.48194182115551,-9.344697804103527,-21.597372655798708,-20.126550037887228,-10.605665206287878,-18.507862933626612,-18.604031971597163,-10.209609290742076
ID_DW7QE3RP9GME,34.11242887,70.70178663,1,-17.2282188172124,-18.264864057926385,-12.769888340202051,-16.113094927180008,-18.376260723127054,-11.571741854077855,-18.199248589121485,-18.48245194663789,-9.830617411113058,-15.726494230653866,-18.641530978447232,-10.3664913089524,-15.423515002256327,-17.34655968305313,-11.68979497567887,-15.721440686155955,-20.05613003870077,-11.55466143875916,-18.681218058958798,-17.698201964221436,-10.975506552038762,-17.57613349695426,-18.011947224960544,-11.198739494028835,-15.866730471856334,-18.590099078404876,-11.55266108958217,-17.462179617766033,-18.465413652193302,-9.73516089826646,-17.971659283623158,-20.436409694375854,-9.958995212071763,-17.392455691119178,-18.465439502171684,-11.246550345708295
ID_T1LQL39UVG4H,34.304373,70.40820406,1,-18.60072338033651,-17.635943830745344,-11.609987769917483,-17.668279306940804,-18.504596613264244,-11.094610583876985,-20.027082419474034,-19.046194647887397,-10.982691649790981,-18.142012416737224,-19.312189981593384,-11.18728072932237,-18.003778444724475,-18.82196036971971,-11.698004692287027,-20.055774259682902,-18.176416606786994,-11.318119088408809,-21.97285282798514,-22.946690413189977,-13.482709105271322,-23.219473365037345,-23.520786533569826,-13.218533333389534,-20.247921862940927,-21.410099832929838,-11.12647739358314,-20.332430749740478,-22.315940681204133,-8.677477819832559,-21.67130864534943,-21.735488067947315,-11.460832907445077,-20.02168567366477,-21.722795177453044,-11.123635577946896
ID_VX1IWA5TYFM0,34.16602375,70.76606068,0,-16.92376934578592,-17.492201691821414,-11.609314860131326,-16.383233628466677,-19.3335117535173,-11.789119229601603,-14.7239311490787,-17.21899014966089,-10.307101848008793,-13.467438580143448,-19.396972338994964,-11.412810651445678,-15.662943789146823,-22.115532485434663,-11.994532915788236,-16.8328490979476,-17.78034168424087,-12.536924122765535,-16.948585380880342,-20.18847658615164,-12.493027825244003,-17.570126919674433,-20.91687532498271,-12.921936572425968,-18.668940141452584,-22.014413530774345,-11.184658272934525,-19.452740847075155,-18.617136432626808,-10.81041837951195,-19.35753197921317,-23.022426284237284,-12.170301898499265,-18.885118043535464,-22.49674142574494,-11.494091499941518
ID_FPN17DMBCL95,34.16641546,70.76472294,0,-17.742300482912242,-16.46616523461596,-9.443289222098418,-16.96055882562963,-16.85140394309936,-8.575952943961928,-16.352023374259282,-14.361888091902976,-9.570102977745002,-16.35050341858265,-16.943137312334326,-10.347751633675298,-17.45584140083859,-16.382255698453857,-11.497984824140067,-16.240887982999997,-16.944320079947197,-11.105234188058839,-17.99287257913917,-18.0567063577745,-10.491915653412198,-17.226172883656908,-17.777764271455265,-10.35439412038213,-18.92438093880545,-16.854456732113963,-10.206762396370186,-18.29949082445053,-17.95561772076368,-10.296944938650785,-16.85042339434965,-20.017879039808978,-11.70027575091234,-16.42003409052421,-18.353941359268653,-10.986116334672696
