ID,Lat,Lon,Target,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12
ID_MN34V10JQVS1,34.07579714,70.70378069,1,175.0,146.75,489.0,365.5,994.5,2754.25,3460.0,3570.0,3569.5,3490.75,1779.5,1103.5
ID_DW7QE3RP9GME,34.11242887,70.70178663,1,571.0,496.25,912.25,938.75,1631.25,2833.5,3222.75,3121.0,3345.5,3232.0,2653.5,1960.5
ID_T1LQL39UVG4H,34.304373,70.40820406,1,262.875,1108.125,1591.75,1679.625,1925.125,2784.125,3104.375,3200.75,3146.0,3719.75,2697.5,2038.375
ID_VX1IWA5TYFM0,34.16602375,70.76606068,0,1060.75,1707.5,2246.5,2760.5,2904.0,2957.25,3136.5,3069.25,3125.0,3118.5,3827.25,3560.25
ID_FPN17DMBCL95,34.16641546,70.76472294,0,1075.75,1412.0,1954.5,2313.75,2543.75,2668.25,2740.0,2870.0,2861.25,2906.25,3558.75,3318.5
ID_5S0CZORFPT6R,34.31244128,70.39498042,1,268.875,727.5,1170.25,1294.5,1797.75,2763.75,3195.375,3208.125,3371.375,3580.875,2445.25,1761.625
ID_398VW7G6ZW53,34.28878906,70.39314721,0,510.625,237.0,610.75,508.125,1185.875,2910.125,3466.25,4182.875,3650.125,3416.0,2293.625,1570.125
ID_N6N5ABKXPJFV,34.15840381,70.75647051,0,897.0,1159.0,1624.0,2040.0,2389.75,2555.0,2709.5,2807.75,2824.75,2852.75,3540.0,3174.75
ID_ABBZKATSYRUH,34.07723128,70.6852708,1,397.75,252.75,622.75,465.25,1083.0,2878.0,3483.0,3493.25,3596.5,3194.25,1872.0,1132.25
ID_OFGG0CNP892R,34.11786562,70.69319607,0,904.5,1196.5,1693.5,1970.75,2282.5,2627.75,2807.75,2793.75,2884.0,3284.5,3368.25,2939.25
ID_TGZ33NWZ2JHV,34.26774716,70.3570029,1,687.75,719.625,1158.0,1209.75,1704.25,3281.25,3854.875,4027.0,4081.125,3900.875,2718.125,1850.0
ID_5GJC7MQTZ1KT,34.28030475,70.34815082,1,440.625,472.625,953.875,755.75,1610.5,3644.375,4153.5,4917.125,4354.25,3913.25,2205.125,1360.625
ID_DL4IBT6O05JW,34.26129209,70.36203125,0,721.625,1340.625,1742.625,1868.375,2244.5,2828.875,3102.875,3156.375,3160.75,3349.25,3027.375,2495.125
ID_KQ02QVG2WMZ2,34.29308345,70.41548415,0,1553.5,1943.5,2396.375,2717.875,2951.75,2946.375,3025.625,3025.125,3031.875,3082.5,3615.75,3226.625
ID_TF3SJFKQH7I6,34.28322704,70.41091444,1,944.0,1191.75,1698.0,1996.375,2353.0,2723.625,2894.125,2985.625,3000.125,2995.75,3361.125,2844.375
ID_WEV30JNH2RPI,34.26382795,70.3276102,0,1202.375,1615.25,2060.5,2246.75,2782.875,2976.75,3168.75,3182.125,3203.25,3209.0,3630.125,3241.375
ID_7GRZNHKE7IJF,34.07858233,70.70216658,0,1203.5,1386.0,1858.5,2186.25,1946.75,3111.25,3497.25,3586.5,3705.0,3333.0,3128.5,2457.75
ID_9J1O2CG9YU32,34.27253068,70.32864003,0,1333.75,1571.0,2061.375,2429.5,2805.75,2897.25,2982.5,3011.25,3083.875,3112.5,3885.875,3421.375
ID_G6NENAHYI1D2,34.29075962,70.42782673,0,1632.75,1796.0,2265.5,2468.75,2662.625,2695.0,2777.875,2776.5,2804.75,2958.75,3523.0,3308.625
ID_T4D44YZII61T,34.24684026,70.31050314,1,307.375,438.5,837.625,680.5,1180.625,2996.625,3634.75,3459.25,3759.5,4122.25,1798.0,1088.875
ID_IC1DM6OS6JFG,34.25326185,70.32533508,0,402.125,298.0,733.25,471.125,1277.625,3494.125,4115.625,4056.5,4155.875,3710.75,2130.625,1241.5
ID_5VD45GGRCXJZ,34.26847576,70.33555096,0,512.0,561.25,985.375,946.125,1488.5,2936.875,3564.125,3924.875,3694.375,3467.75,2404.125,1694.125
ID_XQN47BKKO2YE,34.26518758,70.35299978,1,1017.375,1234.0,1716.5,1781.375,1751.125,3206.25,3659.375,3071.25,3688.375,3551.375,2883.875,2186.625
ID_B1TVXPQ587U0,34.28920775,70.41851151,0,1464.5,1810.25,2322.75,2598.25,3060.75,3108.75,3207.875,2995.25,3264.5,3281.5,3829.0,3459.625
ID_01RYTK0DUR6S,34.10733529,70.70506958,0,869.75,960.25,1378.25,1715.75,1983.75,2681.0,2911.25,2924.0,3079.75,3132.25,2978.0,2352.5
ID_TDO0P642C9A8,34.27004727,70.34003981,1,568.5,683.0,1115.625,1078.625,2046.125,3440.75,3941.875,4178.5,4070.625,3792.375,2742.5,1944.75
ID_BBM351E97EST,34.30016428,70.37195706,0,1586.625,1946.25,2459.375,2838.5,3186.75,3197.875,3263.5,3201.875,3276.75,3256.0,3935.125,3495.5
ID_G1L2I2I8Y7J4,34.1116378,70.70235279,1,528.75,433.5,851.25,783.5,1565.25,2974.5,3405.0,3628.75,3572.5,3607.75,2444.25,1695.75
ID_I8MQ59FSAQ8H,34.09045368,70.66662666,0,1883.5,1748.0,2222.5,2587.25,2795.75,2916.25,3011.75,3048.5,3125.25,3535.5,3893.25,3487.25
ID_VT71847SW1WL,34.27137775,70.33419989,1,425.625,350.0,770.75,801.75,1469.625,2915.5,3549.5,3798.375,3790.875,3689.125,2218.0,1389.25
ID_ISLFQ0IHKHTJ,34.15911516,70.76631324,1,806.5,1034.0,1535.25,1941.0,2301.5,2555.5,2729.25,2973.25,2866.5,2942.0,3448.75,3029.0
ID_XYG23TIQD5OS,34.11698945,70.6838472,1,517.0,174.5,560.5,459.5,1464.0,3034.25,3507.0,3680.0,3680.0,3445.75,2515.0,1783.0
ID_0D98OU4IVO4X,34.30766227,70.38500858,1,336.875,199.0,543.875,507.875,1434.875,2869.25,3609.0,3900.0,3728.5,3809.0,2293.25,1571.625
ID_W0HFHTJDPRZP,34.30467031,70.39275112,0,682.0,2013.0,2378.75,2601.875,2374.75,3093.875,3388.0,3325.75,3458.875,3463.25,3136.75,2646.875
ID_WELWG8GTSEXW,34.29039045,70.36890816,1,807.25,1110.0,1686.75,1953.0,2056.5,3199.25,3510.75,3408.0,3592.25,3523.0,2648.75,1961.0
ID_5GVJND93L30M,34.09013992,70.75635172,0,1046.5,1301.0,1779.25,2115.75,2562.25,2740.5,2858.5,2791.0,2980.0,3072.5,3673.0,3183.0
ID_VI44MP0F1S7V,34.09043276,70.75208022,0,824.75,608.25,1039.0,1125.75,1468.25,2764.75,3087.25,3076.5,3290.0,3311.0,2502.75,1848.25
ID_TKTSRD4YFSXN,34.11128591,70.69763152,0,77.5,63.5,382.25,261.5,841.0,2595.0,3371.25,2951.5,3528.75,3667.0,1663.25,985.0
ID_6KWK81655YE8,34.12032226,70.70958021,0,711.0,1197.0,1627.0,1962.5,2172.5,2419.5,2532.75,2657.25,2656.75,2821.5,3143.25,2896.25
ID_7XMG5MMFKM44,34.15540655,70.75971684,1,849.75,1344.0,1864.0,2265.0,2507.25,2643.75,2788.75,2859.75,2885.0,2979.25,3383.5,2999.5
ID_HSTFGR1X3YMP,34.29518383,70.38350365,1,791.625,1179.0,1629.75,1853.375,2255.875,2667.75,2864.625,2988.0,2978.5,3190.375,3090.375,2505.875
ID_27SANU941YP6,34.28642155,70.41457491,1,930.25,1215.25,1712.5,1998.625,2389.25,2773.625,2910.25,3011.625,3022.125,3020.625,3487.375,3037.875
ID_N9I1486UASHS,34.12727804,70.71458939,0,507.25,666.5,1119.25,1142.0,1833.0,2823.5,3160.5,3728.5,3327.75,3148.0,2745.5,2201.0
ID_QICZPO0OGBWE,34.31293136,70.38651572,1,574.125,1014.125,1553.625,1520.125,2130.0,3414.125,3782.875,3983.25,3932.25,3744.75,2853.75,2111.75
ID_7GN3UKXDT6O2,34.2577691,70.32481085,1,457.375,578.25,1017.0,794.125,1573.5,3558.0,4021.125,4299.75,4160.0,3701.125,2069.625,1304.75
ID_F3ACZQ5E711S,34.28748412,70.35424273,0,1678.625,2070.625,2563.5,2969.5,2983.5,3053.375,3125.375,3291.375,3125.375,3168.375,3641.5,3169.625
ID_19UP7EHYCG58,34.28836427,70.41676839,1,711.25,973.0,1497.25,1864.5,2217.75,2732.625,2923.0,2985.625,3063.75,3070.625,3205.25,2593.875
ID_YP5M1J53UR8F,34.24195752,70.30982252,0,502.0,699.5,1214.5,1220.5,2006.5,2622.75,2971.25,3325.75,2954.5,3115.5,2829.5,2349.5
ID_XO7YE35BU495,34.29036114,70.41090174,1,980.0,1284.25,1740.625,2015.75,2390.125,2634.625,2804.25,2810.875,2889.5,3017.75,3326.125,2844.5
ID_5S4U177HD7DI,34.27900684,70.33333182,1,830.25,712.375,1200.875,1446.625,1917.5,2965.125,3486.25,3587.5,3654.0,3799.375,2783.625,1944.125
ID_AA12BIE43Z96,34.26907693,70.34431123,1,931.375,1643.375,2196.5,2472.75,2707.75,3074.375,3259.625,3375.625,3361.875,3513.5,3447.875,2853.75
ID_IQ6JT7L37LU8,34.28437323,70.33002421,0,1375.125,1604.875,2148.0,2539.75,2789.875,2831.125,2961.25,2941.125,3006.25,2947.25,3716.125,3292.125
ID_KK80ZWM3X41Y,34.29495048,70.39461039,1,1054.875,1191.75,1654.375,1963.375,2357.875,2479.875,2608.75,2701.875,2710.375,2732.625,3316.625,2930.25
ID_YTTBDEUD2QAD,34.29718559,70.42630539,0,1237.0,1898.75,2352.5,2598.375,2796.5,2903.125,2972.625,3083.75,2999.25,2936.25,3551.5,3275.0
ID_B587X25ZZ4VB,34.29178308,70.4150013,1,1137.875,1656.125,2137.75,2456.125,2713.375,2821.0,2936.5,2941.375,3008.25,3234.0,3626.5,3198.5
ID_AB00BJB7WXYH,34.16966905,70.77140555,0,713.5,1289.5,1765.75,2148.75,2370.5,2730.75,2926.0,2950.25,3052.75,3127.5,3475.75,3069.25
ID_61JCX0D2S8IY,34.12968302,70.74447242,0,750.25,1045.5,1506.75,1784.25,2142.5,2514.5,2670.0,2589.5,2774.0,3137.5,3211.5,2729.5
ID_1EYOAHQBBADI,34.25835985,70.36595467,1,272.375,293.875,812.25,522.875,1333.875,3692.125,4328.5,4407.875,4450.625,4219.375,2208.0,1322.375
ID_B1KWYEPKWT8L,34.29268919,70.42869186,0,1537.375,1798.5,2268.625,2483.625,2730.75,2750.0,2818.5,2841.625,2867.5,2899.0,3718.25,3530.25
ID_QJIKUEX8TLPY,34.10170348,70.6995065,0,588.25,1108.0,1592.5,1819.0,2094.5,2760.5,3009.75,3106.0,3125.25,3085.5,3100.25,2498.75
ID_USHDSZASYNRK,34.29138712,70.37107598,1,148.0,266.0,678.25,595.25,1319.375,3069.25,3715.5,4142.75,3897.625,3977.125,2030.125,1208.125
ID_O1HONIVPLM2L,34.30353659,70.41465131,1,327.75,190.875,570.25,610.75,1439.0,2667.0,3091.375,3298.875,3258.375,3336.375,2349.625,1609.875
ID_EWVWRSH7U7E0,34.09899664,70.69142848,1,652.75,396.5,805.5,719.75,1342.0,2882.75,3315.75,3447.0,3492.75,2942.25,2220.0,1478.0
ID_0XMMBHK6AO2M,34.05897985,70.66114512,0,877.5,777.0,1215.0,1394.75,1953.5,2752.0,2980.25,2869.75,3108.25,3134.25,2920.0,2430.75
ID_3RH8RGA4HSU2,34.05801969,70.66834237,1,491.5,943.0,1380.5,1462.25,1897.5,2781.25,3032.25,3174.25,3194.75,3199.25,2869.25,2177.75
ID_PD3IS4LJ4JDR,34.29498087,70.40733357,0,1679.0,1831.0,2221.625,2509.25,2697.875,2703.0,2766.625,2840.25,2809.125,2932.125,3458.375,3102.25
ID_PVEABF13OS14,34.26349392,70.37044516,1,737.875,1144.75,1653.625,1954.125,2126.625,2840.875,3233.375,3349.125,3359.75,3673.375,3008.0,2292.75
ID_D32W76LXQWBB,34.30718692,70.37711248,1,1012.625,1600.125,2044.25,2298.5,2411.625,2667.25,2826.625,2888.0,2869.875,2864.625,3007.75,2628.125
ID_JNOGQWD0O91J,34.30105475,70.386232,1,81.25,185.875,510.375,451.625,903.125,2620.5,3486.75,3600.25,3731.75,3827.875,1572.625,877.875
ID_PAIQJVIU4ZCE,34.14601269,70.7485289,1,571.25,1037.75,1509.25,1737.25,2083.75,2690.5,2878.0,3010.0,3031.25,3075.75,3125.75,2668.0
ID_A8IZNECA8HPH,34.08152766,70.68803573,1,136.0,135.5,404.5,303.75,855.75,2755.0,3648.75,3848.25,3831.5,3732.5,1702.75,993.5
ID_VW8646NOUKMY,34.2591707,70.35821462,0,646.0,961.875,1282.625,1451.25,1886.125,2735.0,3065.0,3105.625,3152.25,3497.125,2752.875,2261.625
ID_I9EO41EYCG4G,34.24315599,70.31554406,0,546.5,1651.5,2169.0,2328.75,2427.25,2783.75,3021.5,3047.75,3111.0,3375.25,3244.25,2775.75
ID_90RVOZ6YCD9T,34.24912818,70.323058,0,791.75,459.125,807.625,851.5,1512.625,2478.75,2812.5,3260.0,2976.0,3119.125,2484.875,1897.625
ID_ZG9ME3ORN4WE,34.12052019,70.7076544,0,870.75,1409.5,1981.0,2351.5,2678.0,2923.25,3100.75,3299.5,3256.25,3282.25,3847.0,3337.5
ID_SIRERY7796WH,34.26872715,70.35922676,1,420.75,1096.75,1552.25,1619.125,1902.75,3085.25,3547.75,3349.625,3648.875,3718.875,2668.75,1936.5
ID_6XV3CU2DPDTP,34.2554888,70.32998813,0,1602.5,1840.0,2310.75,2674.375,3201.75,3163.875,3332.5,3101.25,3365.125,3395.375,3993.75,3571.125
ID_L3X7Y11LRA9Q,34.09123509,70.74882364,0,903.0,1113.0,1559.5,1909.25,2192.0,2429.0,2601.5,2722.5,2731.5,2930.75,3598.0,3152.5
ID_KRFMHYEIDSPQ,34.10464725,70.70412043,0,736.25,1506.25,1984.5,2270.75,2379.75,2768.5,2975.5,3014.0,3042.75,2535.5,3268.75,2792.75
ID_31YDU21TJHFO,34.08906984,70.69456486,0,1232.75,1609.25,2262.25,2728.75,3031.75,3215.0,3406.0,3390.5,3416.75,3275.75,3932.5,3470.75
ID_UGQ4P2JUH0ZQ,34.30680603,70.38161414,0,567.75,1592.375,2053.25,2398.875,2607.625,2877.375,3005.0,3153.125,3105.875,3395.125,3472.75,2956.125
ID_YI2DRW8CWYTV,34.12983832,70.71911797,1,157.75,177.0,528.25,410.75,1082.75,2709.75,3349.25,3444.0,3452.5,3610.75,1867.0,1162.75
ID_AJ0ZQ0BWNQDJ,34.06435782,70.66220171,0,494.5,765.0,1171.5,1324.25,1664.0,2882.25,3253.25,3093.0,3351.0,3000.0,2669.0,2046.5
ID_BXAEGEVNM7Z5,34.30021188,70.3887482,0,432.875,679.125,1149.625,1120.875,1873.875,2913.875,3207.625,3207.375,3381.25,3389.125,2561.875,1895.0
ID_8ZQTO2RAXWK9,34.29604281,70.42770336,1,1289.5,1901.0,2574.75,2913.75,3096.5,3186.875,3319.75,3414.125,3281.75,2954.625,3876.125,3592.5
ID_NJ7TR0UIRLXI,34.29660097,70.39944339,1,662.625,481.625,882.125,898.5,1527.5,2722.375,3231.25,3451.75,3437.25,3270.875,2414.625,1633.125
ID_MO9PX9RZ01XK,34.17091154,70.77545191,1,912.0,1548.0,2105.5,2510.5,2956.5,3160.75,3297.5,3235.5,3366.75,3197.0,3951.5,3643.0
ID_LVRJASAC5NFP,34.30736337,70.3955146,0,1029.5,1643.75,2029.625,2333.5,2375.25,2769.125,3000.125,3294.875,3185.125,3128.375,3221.25,2682.75
ID_4C2O3QKE652D,34.28258596,70.40072344,1,770.25,321.625,676.5,661.875,1541.0,2922.125,3479.625,4045.875,3573.125,3259.625,2578.125,1889.125
ID_A1F1OYZ0CR7Y,34.10621338,70.7045454,0,919.0,1495.25,2058.0,2346.25,2683.0,2937.0,3078.5,3099.0,3122.0,3214.75,3588.25,3177.5
ID_KYBQXUVXQHTA,34.25989846,70.36863354,1,204.875,273.375,646.375,625.0,1197.5,3247.625,3959.0,3856.375,4235.375,3992.75,2131.5,1287.0
ID_4R1GBOG7F02P,34.09888999,70.69268748,1,183.75,434.25,871.75,674.75,1286.25,3018.75,3561.25,3840.25,3681.75,3619.75,1964.75,1206.25
ID_84HXMQPKTJXQ,34.30520793,70.38798813,1,316.75,162.375,470.25,341.625,881.25,2963.5,3987.25,4073.375,4238.375,3981.0,1680.375,951.875
ID_1S7BBUA8DTTQ,34.26866122,70.35381277,1,1232.0,925.125,1377.375,1564.125,1897.375,2782.75,3174.75,3339.75,3362.5,3243.125,2806.0,2091.625
ID_SR1610J23RXZ,34.27748495,70.34672574,0,346.875,521.875,955.375,899.125,1430.25,3287.0,3934.25,4034.5,4161.875,4067.25,2269.875,1421.375
ID_4W4KAW692AS2,34.09267426,70.7584305,0,1056.75,1182.5,1576.0,1882.75,2213.0,2347.25,2441.5,2378.0,2474.75,2760.5,3237.5,2880.75
ID_2MDCZ40BHNSB,34.07993288,70.69026615,1,527.5,588.25,1088.5,1110.75,1829.5,3059.25,3494.75,3748.0,3636.0,3470.75,2749.5,2065.5
ID_XGCHI0QINRR2,34.11913606,70.69333487,1,339.0,285.75,679.25,649.0,1472.75,3104.75,3650.75,3953.0,3820.75,3750.75,2624.0,1767.25
ID_LCU8PB4N0LVN,34.09252058,70.75387151,1,14.25,58.75,395.0,246.25,935.5,3080.0,3873.25,3854.75,4005.0,3830.5,1775.0,1059.5
ID_CZKDZ6JHYMP4,34.29089624,70.39394106,1,567.875,1081.875,1476.625,1715.0,2141.5,2667.25,2866.875,2843.75,2976.0,3386.875,2988.125,2501.0
ID_7Z40LLJAFZ00,34.08181834,70.69665843,1,1427.25,1820.5,2462.0,2872.0,3337.0,3639.0,3780.25,3827.0,3830.0,3822.75,4278.5,3628.5
ID_LT6B1I6DN74Z,34.264893,70.33371323,0,681.75,1523.75,2192.0,2316.25,2338.0,2876.5,3128.75,3285.0,3208.75,3214.25,3118.875,2699.125
ID_0O9IXHXP6W50,34.29270082,70.36551715,1,1015.75,633.25,1138.375,1231.375,1697.875,2772.0,3200.5,3409.75,3374.25,3335.5,2566.875,1919.0
ID_S9FDBGGIZC2H,34.28970829,70.41687464,1,1198.875,1540.875,2084.0,2361.5,2652.0,2862.25,2983.5,3112.375,3056.25,3208.875,3570.875,3171.125
ID_B3JRB3R30YL8,34.2665699,70.33002391,1,440.625,253.625,680.25,578.0,1438.5,3113.875,3725.375,3966.625,3928.25,3896.875,2158.25,1371.875
ID_THFLD6H0G21T,34.26453919,70.36640568,0,1261.75,1811.25,2240.75,2613.75,2681.0,2669.75,2745.125,2880.0,2807.25,3133.0,3345.625,2963.75
ID_TJZFLT7QJMC7,34.30126638,70.39345406,1,237.875,607.5,1009.5,961.75,1332.5,2671.875,3233.875,3104.125,3368.0,3459.375,2090.625,1358.0
ID_A9TJTX66XQSG,34.16530999,70.76418241,1,880.0,908.75,1396.5,1784.0,2437.75,2820.75,3031.0,3157.5,3222.25,3256.25,3495.75,2848.75
ID_Y7S21PIT1FOS,34.28432088,70.41332169,1,709.875,874.375,1397.0,1511.25,2139.625,2919.875,3193.375,3501.375,3363.75,3264.625,3121.5,2486.5
ID_4C8HMB30MJIB,34.24378466,70.30037392,0,1766.5,2107.5,2649.5,3143.75,3632.25,3668.5,3780.5,3632.0,3766.25,3923.5,4413.0,3981.25
ID_9V9JROSJ9MM4,34.08279402,70.68887948,1,420.0,898.5,1355.0,1511.5,2123.0,2714.75,2904.0,3011.0,3021.75,3331.25,2776.75,2264.75
ID_G3U6M5H54UXM,34.29256115,70.43146586,0,1554.0,1970.25,2466.0,2714.75,2874.5,2914.875,2999.0,3026.5,2986.625,3039.375,3628.875,3403.5
ID_MKK43JNFC42S,34.30628575,70.39096087,1,603.75,1427.125,1792.25,1977.25,1822.375,3175.875,3555.5,3256.0,3640.125,3593.375,2594.75,1880.5
ID_KZX10YRRPFQ2,34.28429498,70.41821376,1,1120.125,1497.5,1967.75,2336.875,2686.625,2959.125,3101.0,3068.0,3195.125,3255.375,3632.875,3168.125
ID_S6Q0OLMNEJ9V,34.25109915,70.34426477,0,644.0,1230.75,1727.625,1891.5,2281.375,2673.125,2871.25,3065.0,2966.0,3154.875,3108.125,2694.25
ID_X0I8DW9ZQHPY,34.15512428,70.7574672,0,898.5,1089.0,1568.75,1922.75,2177.25,2365.25,2483.75,2598.5,2635.5,2714.75,3444.75,3151.25
ID_AGMVF8S9GKTV,34.29562046,70.41263232,0,925.0,1987.625,2423.75,2645.25,2443.5,3092.5,3277.625,3337.625,3362.125,3404.75,3318.625,2767.25
ID_EOZOYTUE4PTC,34.05531528,70.6693958,0,1086.0,1198.0,1728.75,2019.25,2481.5,2956.0,3116.5,3248.0,3235.75,3404.75,3749.25,3209.5
ID_1VG8RI95H9T1,34.05437555,70.66649405,0,678.0,1030.0,1574.0,1917.0,2167.75,2770.25,2884.0,3029.25,3116.25,3153.25,3234.25,2747.75
ID_TV5TSED9LGL8,34.13151436,70.7133555,0,641.0,606.5,1016.25,1139.0,1785.75,2807.25,3121.0,3177.5,3331.25,3202.5,2915.25,2256.75
ID_06BV9BGMEJ9D,34.08166173,70.70187219,0,2626.0,5194.0,5324.0,5462.0,4084.0,5084.0,5393.0,6334.5,5349.75,4994.0,4112.0,2991.0
ID_Y02KW78T1MSC,34.11907907,70.7562348,0,841.75,1567.5,2168.0,2376.0,2779.25,3281.5,3467.75,3449.0,3536.5,3474.75,3565.75,3067.5
ID_7S6N6RWBL25X,34.25444237,70.34979868,1,587.25,562.625,982.5,888.625,1316.0,2951.875,3480.75,3353.5,3689.875,3587.0,2329.0,1586.875
ID_KNAKZV7SZ2GI,34.26100847,70.34100325,1,546.125,409.375,857.875,700.5,1511.75,3298.0,3776.5,4045.625,3891.125,3931.875,2304.875,1535.75
ID_DDZYRA60EBIC,34.27800803,70.34826326,0,825.5,1581.75,1999.625,2318.25,2567.25,2701.625,2848.0,2763.625,2911.375,3537.75,3368.25,2882.875
ID_7TBQ9F6ANT4H,34.28245695,70.41618035,1,987.5,1288.875,1801.75,2141.75,2400.125,2600.125,2738.5,2785.875,2819.0,2835.75,3414.375,3050.625
