ID,Target
ID_JE8DO21TWFX2,0
ID_4DA22Q9UTNAA,1
ID_01Q885IGNM20,0
ID_EIGTQFUQU2TO,0
ID_P9J9QII4K724,0
ID_CI0SXFXA1CVS,0
ID_E6BPVLRS1V0U,1
ID_E3C6N5LAVDZ0,0
ID_GGE5JEXE9LD2,1
ID_0MWHKSKMJB72,0
ID_4KSHGSU02UFW,0
ID_IPKRMXNLZITG,0
ID_EG4W7TX52IEK,0
ID_ZBF0RM1B6188,0
ID_AUUQXZGI2L7I,1
ID_4V9XVGZST2MB,1
ID_MCIJFDPNXQJA,1
ID_0VPLGPIMWFBK,1
ID_KH84JCLIRLO9,0
ID_3E5SZLIUC91O,1
ID_20QFT87JRJ8K,1
ID_8HST3XUBGG3Y,0
ID_8G8UHDVMVTCC,1
ID_14HRMW4X55GS,1
ID_F6FJ0BYCY4SR,0
ID_CQQQ8X3T5YO4,1
ID_10E9Q8M91MTH,0
ID_MHRIIH9RUXCX,0
ID_IAHN6SEBRJJF,1
ID_4XJYPCEPSV5C,1
ID_QP851928V3BD,1
ID_UEZBK7T4T4FT,1
ID_619V8UVEHTF7,1
ID_HYGHULNE9NDX,1
ID_64GE3L144SUO,0
ID_YY2MBX0YMB6F,0
ID_ZX8D5A6AUZYI,0
ID_93B62X5OF6MB,0
ID_WGHJSOPJVWCH,0
ID_DLBU2OF0I24N,1
ID_OS7DD11VGZBH,1
ID_897HLP1DU3PE,0
ID_PJYQZNRKP60Y,0
ID_IRQS4HQO6BUS,0
ID_R7OAI1YYAFXT,0
ID_3MXBRS1FVMLV,0
ID_AP530WG0H64W,1
ID_320J7GLYLB79,1
ID_YSG5940CJO5M,1
ID_A8SSS8PDJZQO,1
ID_SKAFPTA974IO,1
ID_0EHARNG59TWQ,0
ID_NW1IKZFETASH,1
ID_Q6VUPP9I7B1N,0
ID_XBIUPTZUSI4P,1
ID_BOWEBRI5F1EC,1
ID_59VN8H4F9CUR,1
ID_38SVYIVMCAH1,0
ID_OFI1ZMQ8OMV0,1
ID_S2LKA0Y059MG,0
ID_2APKMRCIWMNS,0
ID_H9QJ8ZH5MI5I,0
ID_CIXFVOARGHVM,0
ID_SHP019LYL00R,0
ID_CBUDQFSHMI77,0
ID_4K8XWKX77Y8T,0
ID_VN2KLS82NMJR,0
ID_SVJROCQXA8M5,0
ID_0WIATW2SUXO4,0
ID_E0KB5CT1PINC,1
ID_MY9WGOEWWJWT,1
ID_1KA7XG9AVCKQ,1
ID_G65383VLJ4MJ,1
ID_37UA5J0HVD8X,1
ID_FD3KL2TYP0NC,1
ID_IGBLA7LK85RD,0
ID_K52TZ0XT9JBS,0
ID_IEN9QVIAXWWM,0
ID_PTLZZHB2XUYK,0
ID_Z7SP06EVR6YJ,1
ID_01BG454IZX6G,1
ID_1PTGH0EO54I7,0
ID_5P1RLA5DXPRS,0
ID_UBHIJ4IS5LR7,1
ID_1PP3PY0K6FTE,1
ID_S3NQN7V2M34W,1
ID_ME7ETB1G1CM3,0
ID_U196FP5UYNFK,1
ID_9V4ICRHWYDH0,0
ID_FVFNCSML6HI6,0
ID_PLH4E5FWMCAR,0
ID_AXISB94A9A05,0
ID_VI22IW1AD38B,1
ID_2GBW3HX1V9T2,0
ID_KLQLY1SECEAP,0
ID_L9GMSG5DHID8,1
ID_WI6LI0DRIC39,1
ID_364G01KAVHTH,1
ID_FSHVNGNDC9O7,1
ID_IJFR2VLSJJ75,1
ID_9EGOSMBKF1LM,0
ID_GHKLA864XQQZ,1
ID_Q65PVSBL9YTK,0
ID_0XT3JX5JPF0E,0
ID_1FN22CJINPWE,1
ID_AG5A6YN9F6SF,1
ID_4CYL5ASN6AGL,0
ID_A6FHCICFW4VL,0
ID_PYKT09MK78TS,0
ID_BLPYWMBXO0UQ,0
ID_3PH7S4SJI7PP,1
ID_ZCC1YRRW3L39,0
ID_L17KQHURQ6YD,0
ID_CNB4SIOUITRO,0
ID_S3OT5PR8Y18X,0
ID_RGCZRE7K2J7W,0
ID_WKON7PQPGMB0,0
ID_7KHOUIW728NO,1
ID_67KCIDCFYED0,0
ID_13T0O24C4JE8,1
ID_BIAQSR4QXQF1,1
ID_6RTR12IZPOU7,0
ID_WY1G3BULKKAB,0
ID_02S2QH2CT8QP,0
ID_7ST2YXQ92PBF,1
ID_ZWL6GYN6VATQ,0
ID_ATPPR1XV5SBK,0
ID_NUPHZ3VUI09A,1
ID_7KHEFVIR3UN2,1
ID_IGMJ44PXJ0FA,1
ID_ZYAA2O5C9M2S,0
ID_7FY8XSMLABZX,1
ID_FPTC8Z0KNVWB,1
ID_ZINYRY2UEJB1,0
ID_98S0VOZT1C0V,1
ID_8DY6R0H28Q59,1
ID_OAWFJQ3OCSMK,1
ID_1554XTZUIJQP,1
ID_2OD5QWWJZ3ZH,1
ID_M98FCUIZA3AB,0
ID_P3H5YPRUDKV7,1
ID_YV8PFDZ9VJ7M,0
ID_QLU1RWVUV9WI,1
ID_UVTKO5WNB0UM,1
ID_SJBWZOMVF483,0
ID_VOOFKRS499ZP,1
ID_WY0HUF9S0E42,0
ID_DY7SXLB7847M,0
ID_RUHBJGO2GCJR,1
ID_R4GMZ75K4Y9V,1
ID_T7WLATN52G96,1
ID_RANGQMIN445O,1
ID_HACFW1YHYGU7,1
ID_YY2WP0A5KQVK,1
ID_8JO2HBFUX1W9,1
ID_T2CP0EG53ZDR,0
ID_NJN4YRZ5QQJA,1
ID_JG7I315HRWFQ,0
ID_G2W3LVZOKSA6,0
ID_V0W0NS3LOCPU,0
ID_9Z2VPLDLXMEO,1
ID_PDHCENQ6397H,1
ID_JFY4EH7GCEDQ,1
ID_XMLS5SRFKM2V,0
ID_6X0AHJXFL831,1
ID_7WM6UTQC78CY,0
ID_GJHVBDYKZO8V,0
ID_YCI7TM9L3U3P,1
ID_4Q0OT9GJEL2F,0
ID_V1V7FA7QDTAO,0
ID_J9X7FDNY8F5R,1
ID_45L593Z0P704,1
ID_KE482DZFSRW0,0
ID_61T4SBSFCZP2,1
ID_NVTOG9Y490EG,0
ID_PK311O60M4E9,1
ID_7N34CATQQGPJ,0
ID_RFFOXYQHJTV1,0
ID_F0LDUKSKDRFF,0
ID_SQ2EXKA9NKE1,0
ID_0KEUNG4XI2HH,1
ID_1W8DROOEMO8J,1
ID_G6ITSQA133YM,1
ID_SO9ZJXWTGCH9,1
ID_ZZR0ZCVIZU0E,1
ID_AYIU33P65AXY,1
ID_7ACGCBKPYWK7,0
ID_SU2Y91NA7FJY,1
ID_SXNIRK073P77,1
ID_K9BVGLMGUNN2,1
ID_TNOEBD5MNI8C,1
ID_VSOJWXF30ZRW,0
ID_O3NI1GA8CB2U,0
ID_1GH7YLB8SIEI,0
ID_YXZR3RSA6AM8,0
ID_DNTJL38CZDDY,0
ID_2TDZXISYU3KF,1
ID_2ZXAV7W2OEDP,0
ID_YLVKA8FE3RM4,0
ID_2JJ2LOERHPGW,1
ID_G90EKB5UAKOP,1
ID_FR2VXYKPBA1V,0
ID_XJQIKZSNCVT2,0
ID_VL428DYW5WMR,1
ID_DVCHFNBJTQZD,1
ID_3DLLWRJSR2SI,1
ID_5SEBBLZSKLDC,1
ID_46I4RU0KDKHD,0
ID_YLF5FPI6BGJQ,1
ID_JQFR86Z6XHSL,1
ID_CRYM8OXYEJ1E,1
ID_GJLC4R2ENVFC,1
ID_FL0GLIUH015A,0
ID_QVR8WHFXIQXM,0
ID_TNYKV81SGXR4,1
ID_DDE66ASVBJ03,0
ID_BE7EIH80ZJMF,0
ID_FTTGVYXS32DO,0
ID_T4XQQ1S50ZB8,1
ID_PVFX9BL3A36K,1
ID_UIQIH146XOIW,0
ID_9O4SAIJ9INQ1,1
ID_LC0CQ68I899C,0
ID_QMCELGKLG9WW,0
ID_2DZFTGD2L5UI,1
ID_QDHCJ0B7OZ4E,1
ID_54PCV2HYHVEL,1
ID_XXZLAJDPUZLO,0
ID_RPBUI29GSOD5,0
ID_CE95QA297WZI,1
ID_WLLMV2F7TQ0Z,0
ID_KUWUX2ATFW97,1
ID_4BSIV1Z29PLO,1
ID_3USM7BGDGERB,1
ID_84SC2J671LCJ,1
ID_O30KKU1EM16A,0
ID_KHZGFCRIEFM4,1
ID_YQWFFZLVCO04,1
ID_JAOAOBJ254QZ,0
ID_V9RLKYQ4V1W3,1
ID_GYIOC7FH8KRW,0
ID_XTGTH883S8X1,0
ID_P8RECNWGQ739,1
ID_OG9A88KA4K2X,0
ID_0A65ILKB0IT7,1
ID_KRKCUFBA3LLJ,1
ID_DC1G0T99218J,0
ID_P7BCO94ECZLE,1
ID_C2QJ5053JISD,1
ID_LQDS1AVMPXAZ,1
ID_HYP6CDQNJHNB,1
ID_YWCNGYU52U2V,1
ID_2UOG4HHQ4OJF,0
ID_B89UPNIP9NOO,1
ID_9U9Q6DCCR0K9,1
ID_63ZXUG0Y52U6,1
ID_IC4CHMZ6NUPU,1
ID_Y2ZW6ELUQAQR,0
ID_2QJLZX3BVCLG,1
ID_AVM5M6EQL63D,0
ID_49MWJ1XEDCO1,0
ID_09WL9WPH3ROI,1
ID_YYKTWPFY9KCQ,1
ID_39PZA5C2R8CJ,1
ID_IW5CYZC97K0U,1
ID_RIPL7QJQ1ZRA,0
ID_GMCBZX0TYDVC,0
ID_98KE0DS25ALK,0
ID_AC4T24V3FA2C,0
ID_OIYR2OMLBJXZ,0
ID_A8UKC2PSFMI0,0
ID_GWVGO1IHSXX3,1
ID_U9DYNE3NQC9T,1
ID_ZKJELRD6OUW6,0
ID_ZF7M74U2W7W6,1
ID_ZU4IJVVTFH4U,0
ID_6L4K2LPBKQTZ,0
ID_MXZRC3PADO0Z,1
ID_VE8YEXUCR6OX,1
ID_A2OYIDBXYQKR,1
ID_L8NOYT8YMXCQ,1
ID_PJS09HBQ5S02,1
ID_UEGQMAPYQVEM,1
ID_BNVBISFRGSNW,0
ID_1MZK5W455KH9,1
ID_B9S9RRP0NP9T,1
ID_G3ES4P9WD765,1
ID_SBNYB6A1ORQ5,1
ID_WGBY3A6UD3G1,0
ID_POTFEDHK62PL,0
ID_55R6C06CUV9X,1
ID_CRIZ6I8UE68Q,0
ID_3IHVEGSPWFRV,1
ID_UB4BA0CAYCLA,0
ID_A2WTS63DF5KX,1
ID_VC8KAU0ZYGY1,0
ID_T3LWMHB67DHK,1
ID_NY9KG43U4VK4,0
ID_105J8N2USW9V,0
ID_XZVEHA9YRQR8,1
ID_CJN5WLZZLOWP,0
ID_7N67MF0BNXRY,0
ID_YKG7QMG0I10X,1
ID_A5GQ9MYQZEUY,0
ID_LM1Z0DGP2YSN,1
ID_S5Y2L5HSB6SA,1
ID_EFEOA2S6AQHL,1
ID_1RLZSL51G8HL,0
ID_H1Z4V88U3IK6,0
ID_W6J5WXR37SGV,0
ID_2GIFSQW4OGSQ,1
ID_IC254WL2BRI2,0
ID_M2QC656YW903,0
ID_12AONLVS5KD5,1
ID_U20FI7KQZPXB,1
ID_EQDL54B61WGI,0
ID_DXX240H71043,0
ID_1QLSAE7G3Y9Q,0
ID_NT4K9NBCNPLG,1
ID_4LPU7010Y1QB,1
ID_XBIWOK9X87LL,1
ID_WITHRKAVGME0,0
ID_2VMAWH2OZMI3,0
ID_AWZHMR0ECQGO,0
ID_6SHO20E1WCWD,0
ID_YCNMMCK2VK79,0
ID_6IY8V4HM48K8,1
ID_Q1XWQETL4RPD,0
ID_TNK2CUXXLZMG,1
ID_AJDL9BW0K1L2,1
ID_L99GH8UQKBJL,0
ID_Z2DHMGV8HGRO,0
ID_BVBT8SM53KB8,1
ID_LIQ9HYDZQVVX,1
ID_U73PR19WOBCC,1
ID_EVJ7M04NWFUU,0
ID_V59MZKQTZYMB,1
ID_C23LZF67IWAR,1
ID_FN1968MU6FLY,0
ID_HRQR0IQI8O6T,1
ID_OA1XPKM6NB63,1
ID_RRN62DPKGURB,1
ID_2NGKMBVLLSRA,0
ID_RW738AP493O5,0
ID_DDDDX7UCBFEK,0
ID_926RG17914DH,0
ID_CARWL836R8GG,0
ID_69AKQD0J4SHX,0
ID_R3JQ9USP3YXT,0
ID_0L0J4DLPSEQY,0
ID_LNCUT332GN6Q,1
ID_MV4M4WERC6MS,1
ID_CH85YD6VG8XZ,1
ID_KBLOYPIT24ES,1
ID_9AKNX83S09NN,0
ID_3LEKT6RSPN61,0
ID_LWRHFVWXKRBL,1
ID_NG1NYLWRLEJ2,0
ID_3WKIUT884DM8,0
ID_MFBIHTP1LF6T,0
ID_QCSQ8KWMEFF9,0
ID_EBKB4EYHXB1E,0
ID_M51GDSUBKS8Q,1
ID_469MTLRKJC64,0
